Placement,Placement url,Type,Ad group,Views,Currency code,Avg. CPV,Impr.,View rate,Cost,Conversions,Cost / conv.,Conv. rate
MAXIM,http://youtube.com/channel/UCWbvaqKOLQ8RS5Nc4XWWdhA,YouTube channel,AdGroup #1,2,USD,0.01,3,66.67%,0.01,0.00,0.00,0.00%
Lucas Rangel,http://youtube.com/channel/UCNmBUECIkUyPr2hxIAT3vzw,YouTube channel,AdGroup #1,1,USD,0.04,1,100.00%,0.04,0.00,0.00,0.00%
FatTV,http://youtube.com/channel/UCUR8Hid3gm05upmtk4LrgpQ,YouTube channel,AdGroup #1,2,USD,0.01,7,28.57%,0.03,0.00,0.00,0.00%
U N D E R D O G S .,http://youtube.com/channel/UCPwndiuAdJMB6OyAs1Ou4dw,YouTube channel,AdGroup #1,1,USD,0.00,2,50.00%,0.00,0.00,0.00,0.00%
Fernando RC,http://youtube.com/channel/UCWe55EBiADOInaX3hi2oe0g,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
ivArt,http://youtube.com/channel/UCdld5zLEn_o_IDi_APB8CbQ,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
VladislavOrelclay,http://youtube.com/channel/UCPnOr340-sxgllCkSXh6F6A,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
ElectricDragon505,http://youtube.com/channel/UCxP5OANXyoTlm0B2W0lvZaQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Игрушки Подружки,http://youtube.com/channel/UCZYhlIsUHwl-cZNh2c74XWg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
piplupfan77,http://youtube.com/channel/UC2Yh9OZ8blZixkCKD4_eFMQ,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Ana Kogane 사랑해,http://youtube.com/channel/UCayfqEI1GBgz_bByUdlU4Og,YouTube channel,AdGroup #1,4,USD,0.00,5,80.00%,0.01,0.00,0.00,0.00%
GUDETAMA / ぐでたま【Sanrio Official】,http://youtube.com/channel/UCpZqbJnB1yr3pzNgYGjWvfw,YouTube channel,AdGroup #1,3,USD,0.01,3,100.00%,0.03,0.00,0.00,0.00%
Mogry 331,http://youtube.com/channel/UCLLX1Sxv92dNLxYKtTA9tiw,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.01,0.00,0.00,0.00%
Xx mysterious,http://youtube.com/channel/UCCBl1K6Onlq9IgaPEqlq3Uw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
AnimationRewind,http://youtube.com/channel/UC0lRhmEiBp1-HAFrVcrAueg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
NEGAS,http://youtube.com/channel/UCcEww0gS4RxgtLf2h_SuVUw,YouTube channel,AdGroup #1,3,USD,0.00,4,75.00%,0.01,0.00,0.00,0.00%
Pencilmation Live,http://youtube.com/channel/UCw68zxpuQwbAxTqhjvB8ysQ,YouTube channel,AdGroup #1,131,USD,0.01,382,34.29%,0.77,0.00,0.00,0.00%
Brincando Com a Helo,http://youtube.com/channel/UCKvTx33YEbgeXWeZ4Dx7lvg,YouTube channel,AdGroup #1,1,USD,0.00,5,20.00%,0.00,0.00,0.00,0.00%
The Baby Gang,http://youtube.com/channel/UCqImUeVraNAakSRyuHHXgXg,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Flicks And The City Clips,http://youtube.com/channel/UCnIup-Jnwr6emLxO8McEhSw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
ArchieBuld,http://youtube.com/channel/UCHNuXG4VOlIg9UrYfErjpzA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
VMAni Gaming,http://youtube.com/channel/UCfQXXFBgsCs1mXPdWbaDMgg,YouTube channel,AdGroup #1,2,USD,0.01,2,100.00%,0.01,0.00,0.00,0.00%
HaroldArtist,http://youtube.com/channel/UCVdqvEiRC3-Zc1nHbbSzk-g,YouTube channel,AdGroup #1,2,USD,0.00,4,50.00%,0.01,0.00,0.00,0.00%
jowil247,http://youtube.com/channel/UCwjVtM7XeWzzZutvN7fzS4g,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
CHAZMANIAN DEVIL,http://youtube.com/channel/UC8UxJf-A0SN9A9JdPZIIFpA,YouTube channel,AdGroup #1,1,USD,0.02,1,100.00%,0.02,0.00,0.00,0.00%
kubestudio,http://youtube.com/channel/UCiWSj2X0UBEeVYn1KtL0yBw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Covarche,http://youtube.com/channel/UC0vWSGWTniuFeeh9wgGdQRg,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Animated TV Series,http://youtube.com/channel/UCZnM6WaKFkrYH9cXFAE-TuA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
HerbalToons,http://youtube.com/channel/UCLF96WPFAeTf-PO5HL4H0qA,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.01,0.00,0.00,0.00%
LA LATA,http://youtube.com/channel/UCaT1KfX0WvP5cfZYjy7Zscw,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Baby Alive Brasil,http://youtube.com/channel/UCeF746BPGOuicO6R0noXYqg,YouTube channel,AdGroup #1,1,USD,0.00,6,16.67%,0.00,0.00,0.00,0.00%
Örümcek Abi,http://youtube.com/channel/UCBn_BFy5R0dq5tVdiGNxBGg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Rorrovidios,http://youtube.com/channel/UC0hmsY1PtC8pgjXT7pHxh-w,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
TwinRoozi 쌍둥이 루지,http://youtube.com/channel/UCMa-5a4Hg3KnbiDOvhdfb3w,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Larva TUBA,http://youtube.com/channel/UCph-WGR0oCbJDpaWmNHb5zg,YouTube channel,AdGroup #1,5,USD,0.02,7,71.43%,0.09,0.00,0.00,0.00%
David Sensei,http://youtube.com/channel/UC2mEaVGXpPR3MFM7LmQztrw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Stop Motion Cooking,http://youtube.com/channel/UCMmLIP_QfsDu_bavpX9ulcg,YouTube channel,AdGroup #1,26,USD,0.01,76,34.21%,0.18,0.00,0.00,0.00%
NFB,http://youtube.com/channel/UCeihXBww7ckKsKDF3JX13gA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Markez Films,http://youtube.com/channel/UClbCmfmrLs0cnsWCy3qfVWA,YouTube channel,AdGroup #1,1,USD,0.04,1,100.00%,0.04,0.00,0.00,0.00%
Hoàng Phúc Official H,http://youtube.com/channel/UC0PmMens9eNsp8EFAfuGBtg,YouTube channel,AdGroup #1,3,USD,0.00,3,100.00%,0.01,0.00,0.00,0.00%
XAZBET,http://youtube.com/channel/UCa3g6esBayHoL2TDgPDtUdQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Disorol Animation,http://youtube.com/channel/UC-zurZHIMvX48IdUTKS4j_A,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
AnthonLo Gamer,http://youtube.com/channel/UCwGyYaPscnwhXEpNdQOuG4g,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Fattu Tutorials,http://youtube.com/channel/UC6SWCKmOGEUp82OdTV9fQkw,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
dinosaur vlogs,http://youtube.com/channel/UCChMGCqNLPD-QA5caC690aQ,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.01,0.00,0.00,0.00%
Memo Aponte,http://youtube.com/channel/UC23zcVVYAgK1qaExr6qXufQ,YouTube channel,AdGroup #1,4,USD,0.01,6,66.67%,0.02,0.00,0.00,0.00%
Smoke The Bear,http://youtube.com/channel/UCVmiN4HMG9sc4Em5F0jGR_A,YouTube channel,AdGroup #1,4,USD,0.01,4,100.00%,0.04,0.00,0.00,0.00%
Random Encounters,http://youtube.com/channel/UCroJ5uxmGr-WOtXUPyqeh6g,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Biankinha,http://youtube.com/channel/UCF2OF9f3PxoFNhZbbmcamHg,YouTube channel,AdGroup #1,5,USD,0.01,7,71.43%,0.03,0.00,0.00,0.00%
Merman Simmer,http://youtube.com/channel/UCjJfsYku3pSsKgdin1-DCKA,YouTube channel,AdGroup #1,3,USD,0.00,11,27.27%,0.01,0.00,0.00,0.00%
Antonio García Villarán,http://youtube.com/channel/UCDupeqPlIEnjmtPmUEvgvLg,YouTube channel,AdGroup #1,1,USD,0.00,2,50.00%,0.00,0.00,0.00,0.00%
AlexTintor,http://youtube.com/channel/UCZIwLkE1kIEUOK2RD91FpJg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Bubblegummonsters,http://youtube.com/channel/UCqC7tHn0mbvXjm5yamLeFww,YouTube channel,AdGroup #1,2,USD,0.01,2,100.00%,0.01,0.00,0.00,0.00%
hwslabkrusher 2020,http://youtube.com/channel/UCpXlIVYBk0T5GBK6aXvj9qA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Good Gaming Friends,http://youtube.com/channel/UCJAYqh5uugLHXUS2wEz_Gxg,YouTube channel,AdGroup #1,3,USD,0.01,5,60.00%,0.02,0.00,0.00,0.00%
CraftyFoxe,http://youtube.com/channel/UCcV5IPLzyra4hMOG1p_gQCw,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Brick FORCE Studios,http://youtube.com/channel/UCETVSoENR0RDyFbKM-b0BEw,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Outdoor Boys,http://youtube.com/channel/UCfpCQ89W9wjkHc8J_6eTbBg,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
GUGU Nerf War,http://youtube.com/channel/UCWAhfJ0Bc6EHs3dhkc2rBkw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Matisse - Topic,http://youtube.com/channel/UCjNDxXBCHue16bgpuVEiP5g,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Nick Pro,http://youtube.com/channel/UChCBHudFoBnsF0O1flPXqiQ,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.01,0.00,0.00,0.00%
Мы живы - мультсериал,http://youtube.com/channel/UCeEJCDHE-5vuuffiK7X7UdQ,YouTube channel,AdGroup #1,3,USD,0.00,5,60.00%,0.01,0.00,0.00,0.00%
Typhoon Cinema,http://youtube.com/channel/UC5dr8DMXhPeU3yKpEn8nR7Q,YouTube channel,AdGroup #1,8,USD,0.01,10,80.00%,0.08,0.00,0.00,0.00%
The Official Gummibär Channel,http://youtube.com/channel/UCyKa1YNZLio6XfjMR7fw45Q,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.01,0.00,0.00,0.00%
셀프어쿠스틱selfacoustic,http://youtube.com/channel/UC_AIPNN0uH7H7p9e8lnVMVQ,YouTube channel,AdGroup #1,2,USD,0.02,3,66.67%,0.03,0.00,0.00,0.00%
ASMR Eating 4k Stop Motion Cooking,http://youtube.com/channel/UCJi8qjqGCByiJTLazVDcTbA,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
SaneuB,http://youtube.com/channel/UCoHQQI-lEfCQzKR1PK2LZvw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
pixels,http://youtube.com/channel/UCDulbrck_FfmmmH9J1SzKvg,YouTube channel,AdGroup #1,2,USD,0.00,3,66.67%,0.01,0.00,0.00,0.00%
hhcosmos21,http://youtube.com/channel/UC2eYyCiZ9CpVrRPcwqnQEfQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
SONA Show,http://youtube.com/channel/UCs9yDo7IIeiUvIAWmJpjFKQ,YouTube channel,AdGroup #1,2,USD,0.01,14,14.29%,0.01,0.00,0.00,0.00%
Haru,http://youtube.com/channel/UChnuMtjcC8MAY8Uu_5oODgg,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Brick Channel,http://youtube.com/channel/UC0Fj_bM4weAfqP3DZBBue0g,YouTube channel,AdGroup #1,3,USD,0.00,3,100.00%,0.01,0.00,0.00,0.00%
• Mai Neko •,http://youtube.com/channel/UC3MeKVEWMGnhthXSlEHHMTg,YouTube channel,AdGroup #1,1,USD,0.02,1,100.00%,0.02,0.00,0.00,0.00%
265 Studio,http://youtube.com/channel/UC_cBaDDYbJnoIoMsCnSZsXg,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Stickman Shorts,http://youtube.com/channel/UCuqfbip-AIkIAL8GXVbVqTg,YouTube channel,AdGroup #1,1,USD,0.01,2,50.00%,0.01,0.00,0.00,0.00%
Ruthi Family Vlogs,http://youtube.com/channel/UCOBx8y7hTi0q7AGaZEqPKKg,YouTube channel,AdGroup #1,2,USD,0.01,6,33.33%,0.02,0.00,0.00,0.00%
Kitty Pop,http://youtube.com/channel/UCTIeZCjgxWe5aDpHAkeuDhQ,YouTube channel,AdGroup #1,1,USD,0.02,1,100.00%,0.02,0.00,0.00,0.00%
Canal SuperHero,http://youtube.com/channel/UCDOTcXLFCu-wDD0uyxI1BiQ,YouTube channel,AdGroup #1,1,USD,0.04,1,100.00%,0.04,0.00,0.00,0.00%
ForgaLorga,http://youtube.com/channel/UC-x-DwjROa7DhQvKvoqj-kg,YouTube channel,AdGroup #1,2,USD,0.01,2,100.00%,0.02,0.00,0.00,0.00%
Carmel Lizard,http://youtube.com/channel/UC8zuvq4NISTKgTPFmzgN7_g,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Inova Leo,http://youtube.com/channel/UCPCfuodhEsibfCHDdx1o6DA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
dibupablo,http://youtube.com/channel/UC-b9DdswNbp0Dkg0bwaEI9w,YouTube channel,AdGroup #1,2,USD,0.01,2,100.00%,0.02,0.00,0.00,0.00%
Explosm Português,http://youtube.com/channel/UCQP_mbmew4x-YEcWVYj2nmg,YouTube channel,AdGroup #1,2,USD,0.02,3,66.67%,0.03,0.00,0.00,0.00%
Las 2 Muñecas,http://youtube.com/channel/UCE0kYkmSSJ4sgz7AspGdcMw,YouTube channel,AdGroup #1,0,USD, --,0, --,0.00,0.00,0.00,0.00%
*namirin,http://youtube.com/channel/UCb-crO2ATrJsm253151B4Vg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
ArteconAles,http://youtube.com/channel/UCWMk9_OoNHyO_swe1sjnobg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
ROMI,http://youtube.com/channel/UCiaoKn9QpG2dHv4tg0jBKuA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Lingna Baboon,http://youtube.com/channel/UCkPKhYRymSRLqDh2QpaUo6g,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Fandango Family,http://youtube.com/channel/UCx554p1Bu_Mp1q0H_bEtZ1Q,YouTube channel,AdGroup #1,3,USD,0.00,5,60.00%,0.01,0.00,0.00,0.00%
As Irmãs Mota,http://youtube.com/channel/UCoXZmVma073v5G1cW82UKkA,YouTube channel,AdGroup #1,1,USD,0.00,2,50.00%,0.00,0.00,0.00,0.00%
Max's Puppy Dog,http://youtube.com/channel/UCVo6gkfRE7y1sigGJ82bTCA,YouTube channel,AdGroup #1,28,USD,0.01,82,34.15%,0.14,0.00,0.00,0.00%
Ideas en 5 minutos CHICAS,http://youtube.com/channel/UCxBRABv7DQJqNn6zwkVFGsA,YouTube channel,AdGroup #1,1,USD,0.02,1,100.00%,0.02,0.00,0.00,0.00%
AdoboFlash,http://youtube.com/channel/UCGCJlAM8Xiqq2G-AnGcjjJw,YouTube channel,AdGroup #1,1,USD,0.03,1,100.00%,0.03,0.00,0.00,0.00%
Kitty channel afnan,http://youtube.com/channel/UC6ZgElQrlv_9VkcYneraBWA,YouTube channel,AdGroup #1,1,USD,0.06,1,100.00%,0.06,0.00,0.00,0.00%
Stop-Motion Sonic,http://youtube.com/channel/UCZWUcXIhhKXvrAZpgwAq-iw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
GodAnimeBS,http://youtube.com/channel/UCH1nbVJ6OXsHCrv5qPwzwKQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
GabrielMzero,http://youtube.com/channel/UC24Q3GAlwYAUwgLuPQh_A0Q,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Awesome Kitchen,http://youtube.com/channel/UCl0tTJo8Kxc-v3cIAzt2BPA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Chinitho Cdlm,http://youtube.com/channel/UC5zkAzZUAawmyuqkep2MkJg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
MBCentertainment,http://youtube.com/channel/UCiBr0bK06imaMbLc8sAEz0A,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.01,0.00,0.00,0.00%
Thom Any Review Game,http://youtube.com/channel/UCUSE_WUy6RbfoU2kXII5cWA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Cristian Cermeño,http://youtube.com/channel/UCQCJppM-F5sDfMoym12K4Fw,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.01,0.00,0.00,0.00%
Crosx 97,http://youtube.com/channel/UCstVoZrt0W17ZQjOOA90Bvg,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
GMosserTV,http://youtube.com/channel/UC7Yei6H9Uw7LeHfDm85QWPw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Milo Furude,http://youtube.com/channel/UC_FtYeFo2PdTnb7IMhpT_GA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Peter PlutaX,http://youtube.com/channel/UCbaY6IEY0-pRHBU_qCswoNQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
RaniDraws Dibujo!,http://youtube.com/channel/UCGoQDOepQh7UQ66i9D0A8Sg,YouTube channel,AdGroup #1,2,USD,0.01,2,100.00%,0.03,0.00,0.00,0.00%
expo2,http://youtube.com/channel/UCLvoG_U1uzijCpBpiCicDSA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Fluffle Puff,http://youtube.com/channel/UCtwPBSnKnAsvZeKLLig774A,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Frag,http://youtube.com/channel/UCloawys05efuKdfNavDHfow,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
SonyPicturesGermany,http://youtube.com/channel/UCn-z5y-cFNPoPWDwTBMDLlQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Cartoon 2019,http://youtube.com/channel/UCeDl60MaLOw_WE1j1XGGyHA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
TheThings,http://youtube.com/channel/UC4qGmRZ7aLOLfVsSdj5Se2A,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
TIA BAGA REBORN,http://youtube.com/channel/UCUu5ODnBc8llsEyuCtvi8og,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
「 Yxlesi 」,http://youtube.com/channel/UCUUBy20QwoJtl7B0HkZGE0w,YouTube channel,AdGroup #1,1,USD,0.04,1,100.00%,0.04,0.00,0.00,0.00%
Anime! on TMS Official Channel,http://youtube.com/channel/UCzGf0DdUJVrsbcWL3e_tK1Q,YouTube channel,AdGroup #1,2,USD,0.00,3,66.67%,0.01,0.00,0.00,0.00%
KRIK KRIK,http://youtube.com/channel/UC0m_NUHHaR8MnGDrNpRKtgA,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.01,0.00,0.00,0.00%
Roda Berkarat,http://youtube.com/channel/UChwa9L_ay7iIHXbA6RTpAAQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
3DHome-Idea,http://youtube.com/channel/UC6ZQWss64_CYJ92SDU7JgOQ,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Felipe Neto,http://youtube.com/channel/UCV306eHqgo0LvBf3Mh36AHg,YouTube channel,AdGroup #1,2,USD,0.01,3,66.67%,0.01,0.00,0.00,0.00%
GekkoH,http://youtube.com/channel/UC3cGClhJArGE3vpReHvzwzA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Emezie Okorafor,http://youtube.com/channel/UCd_C3U1GGQ3ECPzn47NzvYw,YouTube channel,AdGroup #1,11,USD,0.00,23,47.83%,0.03,0.00,0.00,0.00%
Mimi Games,http://youtube.com/channel/UCNFaS7yO2beRFBkbN1D07-w,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Percy Gonzales,http://youtube.com/channel/UCM3p82QZhcLqwX__Oe1LY8w,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Dekken Animation,http://youtube.com/channel/UCX33-V0ScG3GaQOOO-Ayrnw,YouTube channel,AdGroup #1,3,USD,0.02,5,60.00%,0.05,0.00,0.00,0.00%
【The Moonlight】,http://youtube.com/channel/UCVViTag9sRvXvLfU74-Fy0Q,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
팬케이Pan K The Pancake Artist,http://youtube.com/channel/UCUHO_Qus2BYhVv9_oIwfHVQ,YouTube channel,AdGroup #1,1,USD,0.02,1,100.00%,0.02,0.00,0.00,0.00%
CuandO TE BesE,http://youtube.com/channel/UCOmbD_vRM3_A8bnqZdTkjmw,YouTube channel,AdGroup #1,3,USD,0.01,4,75.00%,0.02,0.00,0.00,0.00%
Jaiden Animations,http://youtube.com/channel/UCGwu0nbY2wSkW8N-cghnLpA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
LunaLen,http://youtube.com/channel/UCjFWTqdbD4uZVtZ9RZO9gFg,YouTube channel,AdGroup #1,1,USD,0.05,1,100.00%,0.05,0.00,0.00,0.00%
Channel no longer available,http://youtube.com/channel/UCSjOvOU28H_HRYa6jZsKSVQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
LOLiTO FDEZ,http://youtube.com/channel/UC7QiWlK7a7RePg3krLeBK0w,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
GUNDA,http://youtube.com/channel/UCm5YFv13kmD9buU2U2c8r1w,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Kira Sensei,http://youtube.com/channel/UCXE2zpwRRfmDCLjOySdFKsQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
enchufetv,http://youtube.com/channel/UCoGDh1Xa3kUCpok24JN5DKA,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
WaltDisney Lat,http://youtube.com/channel/UCVIJ4Si9XPDSakof8FR5VzA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Skaroy,http://youtube.com/channel/UCkRu16aZb_t7hjIxL5eXmFQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
蜂屋ななし,http://youtube.com/channel/UChOF_ryuu0huXTPeyxlpfSQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
DMProduction,http://youtube.com/channel/UCZDzB0QopWn-aRnFj0vDFCA,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Manu e Pepê,http://youtube.com/channel/UC-ghHlruioSmT23i7fuYqOA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Drawing Hands,http://youtube.com/channel/UCQ-Ju-faRRBXsSgsR2lH6cw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Renato Garcia,http://youtube.com/channel/UChMJkHCD2wdvSO7CMOuLR-w,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Pea Pea,http://youtube.com/channel/UCWbO7P9t2WluS3v3cbbhNbQ,YouTube channel,AdGroup #1,3,USD,0.01,5,60.00%,0.04,0.00,0.00,0.00%
Abegi Jo Animation,http://youtube.com/channel/UCw5AlxM1K9YsVIV0nGtASZg,YouTube channel,AdGroup #1,3,USD,0.01,3,100.00%,0.03,0.00,0.00,0.00%
Macro Room,http://youtube.com/channel/UCBLBaTZqjr8-VEjXBnz7tOA,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Marvel TV,http://youtube.com/channel/UCsPsPFLovVJclbSWYrV4_Dg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Eddosaster,http://youtube.com/channel/UCkoTaszxu8JUlcMerwi41WA,YouTube channel,AdGroup #1,35,USD,0.01,52,67.31%,0.24,0.00,0.00,0.00%
Moni Fortanelli,http://youtube.com/channel/UCUZC3LjkDCjMVPHxnuSFPvQ,YouTube channel,AdGroup #1,1,USD,0.05,1,100.00%,0.05,0.00,0.00,0.00%
DV Animations,http://youtube.com/channel/UCjYl0st5HJj5HulV6VEjl3A,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Fun Fun Kids Toy,http://youtube.com/channel/UCSs-4FuvgQQjoVmTSQdZNcw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Luis Dewitt,http://youtube.com/channel/UCKIh2XPtcrWuzW7SgJ8fipA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
