Placement,Placement url,Type,Ad group,Views,Currency code,Avg. CPV,Impr.,View rate,Cost,Conversions,Cost / conv.,Conv. rate
StormXF3,http://youtube.com/channel/UCV2ShQ8SuWlrSk8zBGPzwSg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Bela Bagunça,http://youtube.com/channel/UChYWDADhmWJU6_X7Vm7FzDw,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Kballero Rap,http://youtube.com/channel/UCuq7bERpDCTiFjAmgz6nfuw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Benjamin Busby,http://youtube.com/channel/UCwsIsBQsQR36hIlNI6rqYjg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Lipse,http://youtube.com/channel/UCbR0OolOJLITwmfaPoZar-g,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Horror Cooking,http://youtube.com/channel/UCQP8-36ps4XMwo0-QB3ySJQ,YouTube channel,AdGroup #1,2,USD,0.02,2,100.00%,0.03,0.00,0.00,0.00%
Entertainment Sekai,http://youtube.com/channel/UClaVesBUmltElBgIvsGUXxw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Cartoon Hangover,http://youtube.com/channel/UCIA9jUDnKVMYc4SmqTxcwqg,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Valhalla Toons,http://youtube.com/channel/UCJorPzxwcOzCxDUWBYL60qA,YouTube channel,AdGroup #1,3,USD,0.00,5,60.00%,0.01,0.00,0.00,0.00%
At Lojart,http://youtube.com/channel/UCuBRnpjWF4KLHNM48F_wOxA,YouTube channel,AdGroup #1,2,USD,0.03,2,100.00%,0.07,0.00,0.00,0.00%
Avocado Couple Live,http://youtube.com/channel/UCK7sniX2iZCF4-raoTv-Gsw,YouTube channel,AdGroup #1,17,USD,0.00,36,47.22%,0.07,0.00,0.00,0.00%
chiwiwi XD,http://youtube.com/channel/UC95YExfR9uArLSKgiZOlPzQ,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
UHG Animation,http://youtube.com/channel/UC-lUDVdEeFi-98w0h0k6_Ug,YouTube channel,AdGroup #1,3,USD,0.01,3,100.00%,0.02,0.00,0.00,0.00%
CarsYT,http://youtube.com/channel/UCkA-Q2jhwJfBKFxQz7ur__Q,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
LegoAnimations6370,http://youtube.com/channel/UCLRDZgrdFMzIu1w8zzrm3Pw,YouTube channel,AdGroup #1,1,USD,0.03,1,100.00%,0.03,0.00,0.00,0.00%
XuXo Dom,http://youtube.com/channel/UCkN_hexdvjWDsR5H-rH6yJA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Diecast Movies,http://youtube.com/channel/UCO57TfgTfxIb3bhpZQmySFg,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
ZomBo,http://youtube.com/channel/UCHu4LZoHcIwOT16wIjYl0Lw,YouTube channel,AdGroup #1,7,USD,0.01,15,46.67%,0.04,0.00,0.00,0.00%
Funny Horror Animation,http://youtube.com/channel/UCKLyFxoYvEVG-dsELqFlh1Q,YouTube channel,AdGroup #1,1,USD,0.01,9,11.11%,0.01,0.00,0.00,0.00%
Alecmolon,http://youtube.com/channel/UCrYJpl5oC2ItVLPub5LVpWw,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Bonecos da Lu,http://youtube.com/channel/UCY50YjnaeI7ezvRagFWeWmw,YouTube channel,AdGroup #1,1,USD,0.00,2,50.00%,0.00,0.00,0.00,0.00%
LaLiLu PT,http://youtube.com/channel/UCYiBIqmMGTTSiPj78bCpE1Q,YouTube channel,AdGroup #1,7,USD,0.01,13,53.85%,0.04,0.00,0.00,0.00%
Sr Pelo,http://youtube.com/channel/UCt-GOpCw4dOBlIyqL9A1ztA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Tom Bikonkav,http://youtube.com/channel/UCjx8DMiogJDteFfd18NhEzw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
icanrockyourworld,http://youtube.com/channel/UCLoKWb_rlp80mg0aSLtsUGw,YouTube channel,AdGroup #1,17,USD,0.00,40,42.50%,0.08,0.00,0.00,0.00%
Antoko-rippa,http://youtube.com/channel/UCPYonkD8SmZdCgYuF1rOmGg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Oruga Oxidada,http://youtube.com/channel/UCGClourF46_efRtgnSqiqgw,YouTube channel,AdGroup #1,1,USD,0.00,3,33.33%,0.00,0.00,0.00,0.00%
Sergio Lopes,http://youtube.com/channel/UC5ytHOMmXS4cpuVfbTibuiA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Atomo Network Channel,http://youtube.com/channel/UCFxXqKQ7nYUjfWc7F8xDXwQ,YouTube channel,AdGroup #1,9,USD,0.00,14,64.29%,0.04,0.00,0.00,0.00%
jschlaman,http://youtube.com/channel/UCVz7EK4lbymEPF-_fFAhCwA,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
LALITO RAMS,http://youtube.com/channel/UCNNpcVIMt0LO6W2c0lsyeXA,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Fredly,http://youtube.com/channel/UCs9cE8_vVtbqF1l5nuhYirw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Animated Brick Builders,http://youtube.com/channel/UC6ufBZwV-9pd9ej7ZPhuHcA,YouTube channel,AdGroup #1,1,USD,0.04,1,100.00%,0.04,0.00,0.00,0.00%
K,http://youtube.com/channel/UCp3wex8FWaDpzEwQN7-Zkvw,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.01,0.00,0.00,0.00%
•ItzMarcus Playz•,http://youtube.com/channel/UC6_IFOn9aF2gpOX6sce-pMg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Sr. Leo Pardo,http://youtube.com/channel/UCLLHFfgp7pUu8fdeMeJ5y9Q,YouTube channel,AdGroup #1,28,USD,0.00,48,58.33%,0.08,0.00,0.00,0.00%
Ayee,http://youtube.com/channel/UC_cATVTcvSe-Nj52cXxzgWg,YouTube channel,AdGroup #1,2,USD,0.01,2,100.00%,0.02,0.00,0.00,0.00%
Loli's Wonders,http://youtube.com/channel/UCbLAPREVwcP3ZVFwxSFqiBA,YouTube channel,AdGroup #1,1,USD,0.02,1,100.00%,0.02,0.00,0.00,0.00%
Vmz - Topic,http://youtube.com/channel/UCiektZdv5eR1dQ-xWwlFgbw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Krispy Films 2,http://youtube.com/channel/UCjkgXVJOxDaxzRPruJOGLDg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Nutrafin,http://youtube.com/channel/UC9RqGb7JLe6aW30-m65YBRw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Skulduggery Pleasant,http://youtube.com/channel/UC1kPOoItqXTufxGRr5REjMA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Floating Megane,http://youtube.com/channel/UCNlyIUCTScBct0Z_MFo7yrg,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
mermaidblue,http://youtube.com/channel/UCZ41U2chJPLN9J21XgB-0hw,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.00,0.00,0.00,0.00%
FUDZ,http://youtube.com/channel/UCA5ag-KEd73r2dSgcqMWitA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
ALOHA channel,http://youtube.com/channel/UCy3Sj6KflkLCaaLtj2fSnow,YouTube channel,AdGroup #1,7,USD,0.01,12,58.33%,0.04,0.00,0.00,0.00%
iamAURORAVEVO,http://youtube.com/channel/UC7Lhhngb9lLW6tuPddEM62A,YouTube channel,AdGroup #1,5,USD,0.00,5,100.00%,0.02,0.00,0.00,0.00%
Cozy,http://youtube.com/channel/UC_E1L2EIy2_Fykf_HDXE_aQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Anidoodles,http://youtube.com/channel/UCR7D_i3AmtbVzRaGhJPpA-A,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
LucidSigma,http://youtube.com/channel/UC7bLArYH6lJSAuAKHBT_H1w,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
DIY Miniature,http://youtube.com/channel/UC5G0wT484V2gGGemw7k_aMg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
SerenSubsTX,http://youtube.com/channel/UCvcV-1DPmkpSkwivAo6m_AA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
T mas,http://youtube.com/channel/UC-_FdFvFkLEyZFthEKxqzag,YouTube channel,AdGroup #1,1,USD,0.02,1,100.00%,0.02,0.00,0.00,0.00%
Foxen Anime,http://youtube.com/channel/UCzs3FmQ5qPfBcZj-xSZDKcw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
ChillyVA,http://youtube.com/channel/UC18OhgPArkPKidwHPUu0qIA,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Canal Fernanda Roure,http://youtube.com/channel/UC-jiVXXpab5axlRUQjyMGUg,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
PurpleCentury,http://youtube.com/channel/UCQYwteyU2ZPUO0QTeO-eDKg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
guygy,http://youtube.com/channel/UCMh0IM-VPMc-ht6gWgw_K6w,YouTube channel,AdGroup #1,29,USD,0.00,72,40.28%,0.14,0.00,0.00,0.00%
S.Z,http://youtube.com/channel/UCqCBgS_-bjpAx-6IH0JSpSQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
ToTheTop Animations,http://youtube.com/channel/UCqsTtqZYPoIKulFGfDzzmnA,YouTube channel,AdGroup #1,1,USD,0.03,1,100.00%,0.03,0.00,0.00,0.00%
Pascu y Rodri,http://youtube.com/channel/UCxIBZ-nQhgZES3UaTm8eDPA,YouTube channel,AdGroup #1,4,USD,0.01,6,66.67%,0.03,0.00,0.00,0.00%
Brick Jr,http://youtube.com/channel/UCk74NH-PZ2xjrLUxg4JDkdQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
ဣ Angie's Neko ဣ,http://youtube.com/channel/UCYFi7qyLcSZo75px43cacGw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Maaya Sakamoto - Topic,http://youtube.com/channel/UCjUuomyNoRHG3fwv8DHgWjw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
토이스페이스ToySpace - Game Vlogs,http://youtube.com/channel/UCB89VdFsWxBsUBy2O2lB5og,YouTube channel,AdGroup #1,4,USD,0.01,16,25.00%,0.04,0.00,0.00,0.00%
MVT JantZ,http://youtube.com/channel/UCep3mcWE6j8fBcOCix-Kb2w,YouTube channel,AdGroup #1,2,USD,0.02,2,100.00%,0.04,0.00,0.00,0.00%
One Simple Crafts,http://youtube.com/channel/UCbO3RulzTRpRdmwfriOtgow,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Fenrir,http://youtube.com/channel/UCNiPGhVh9jEYNM4u4wxUmZQ,YouTube channel,AdGroup #1,0,USD, --,0, --,0.00,0.00,0.00,0.00%
Sleepy Tingles ASMR,http://youtube.com/channel/UCuxrVcQuoORj9lvVrEzB_hA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
123 GO! Spanish,http://youtube.com/channel/UCYtt2TP3sqR9_qXnc1G4eRA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Maginpanic,http://youtube.com/channel/UCCgRbufTiDcmrrEdY0I0JNA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Gaby y Gilda Dulcy Fiesta,http://youtube.com/channel/UCFrOqQ4VLtuZt2FbfNN17Lg,YouTube channel,AdGroup #1,2,USD,0.00,3,66.67%,0.01,0.00,0.00,0.00%
Brick Dictator,http://youtube.com/channel/UC2WCQYNgCx_HQoAsNTXOdRQ,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.01,0.00,0.00,0.00%
PinkFate Games,http://youtube.com/channel/UCujSEuxY0OieHbm2cNey-JA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Edgar Bro,http://youtube.com/channel/UCsbzc6NKF8LHmH8Yz1T_g9w,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.01,0.00,0.00,0.00%
RidiculousCake,http://youtube.com/channel/UCiTUkKaaZbIo1Le7Jf_GD0g,YouTube channel,AdGroup #1,1,USD,0.01,3,33.33%,0.01,0.00,0.00,0.00%
luz channel,http://youtube.com/channel/UCovgZ-ZgeyugVX-WFK5AZRg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
AniBox Trailer Access,http://youtube.com/channel/UCekLikuCSxA_gB7MW4trIlQ,YouTube channel,AdGroup #1,25,USD,0.01,66,37.88%,0.15,0.00,0.00,0.00%
Ouafi,http://youtube.com/channel/UCNnD9shTQFcaAGh3779cT4w,YouTube channel,AdGroup #1,1,USD,0.02,1,100.00%,0.02,0.00,0.00,0.00%
Indie Arts Kenel,http://youtube.com/channel/UCw6LEqOUioR-Nqq1gTpOIAQ,YouTube channel,AdGroup #1,1,USD,0.02,1,100.00%,0.02,0.00,0.00,0.00%
kreazea,http://youtube.com/channel/UC2vsI50-u9Kbe3mulAtUanA,YouTube channel,AdGroup #1,2,USD,0.00,3,66.67%,0.01,0.00,0.00,0.00%
Karly Emily,http://youtube.com/channel/UCvuluouMfv5kmq5lOVFvvkA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Felipe Calixto,http://youtube.com/channel/UCgTqAQSmsl52EDxqzwtodMw,YouTube channel,AdGroup #1,3,USD,0.01,4,75.00%,0.02,0.00,0.00,0.00%
XpressTV,http://youtube.com/channel/UC0YFjwJc3b1otDerdv6CfWA,YouTube channel,AdGroup #1,1,USD,0.03,1,100.00%,0.03,0.00,0.00,0.00%
Tio Kakarotto,http://youtube.com/channel/UCHUwNvrrr6fD6SDVMibxnAQ,YouTube channel,AdGroup #1,1,USD,0.03,1,100.00%,0.03,0.00,0.00,0.00%
Blender Physics,http://youtube.com/channel/UCtUNFQVo9c7DRymuTdw91ew,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Teteu Tutors,http://youtube.com/channel/UCUcgN5QQjBamRC2_7BTAZng,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Super Hero Videos lozaus2,http://youtube.com/channel/UCjeRo0NuOQ8SZT_MBGV4NrQ,YouTube channel,AdGroup #1,3,USD,0.00,3,100.00%,0.01,0.00,0.00,0.00%
Story Time Animated,http://youtube.com/channel/UCfT-6VFvgdC2wTkjITSTGyg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Animation Domination on FOX,http://youtube.com/channel/UCRT4LEdCBC_Zxincl76B0yQ,YouTube channel,AdGroup #1,8,USD,0.00,17,47.06%,0.03,0.00,0.00,0.00%
Dragon Gaming,http://youtube.com/channel/UCiM06jpzc7EqDqKjxmEXv3g,YouTube channel,AdGroup #1,2,USD,0.01,3,66.67%,0.03,0.00,0.00,0.00%
Zun7,http://youtube.com/channel/UCqP502sf1uWMFnfq-OwPqRQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Noelia Ro,http://youtube.com/channel/UCmjM32rJIwnIAQQXEKEUOVg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
TikTok Trends,http://youtube.com/channel/UC9pgXa-5k72_DY1CDIg6PTA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
S&R,http://youtube.com/channel/UCgGTw_SLRLUqBQ7O3WlmVWw,YouTube channel,AdGroup #1,2,USD,0.00,3,66.67%,0.01,0.00,0.00,0.00%
Te lo resumo,http://youtube.com/channel/UCw7Bz6EHxlnOoBUBlJZCWCw,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Super Toons TV,http://youtube.com/channel/UCL4xLe_SjcDccfpVeSRFGYQ,YouTube channel,AdGroup #1,4,USD,0.01,5,80.00%,0.02,0.00,0.00,0.00%
DinoMania,http://youtube.com/channel/UCQq7b2VDc9pvKhIVkQsfuaQ,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.01,0.00,0.00,0.00%
KIS KIS - keep it short,http://youtube.com/channel/UCW6NyJ6oFLPTnx7iGRZXDDg,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.01,0.00,0.00,0.00%
Me Dicen Dai,http://youtube.com/channel/UCK_dc2R_JcwP9lY419BNMOA,YouTube channel,AdGroup #1,4,USD,0.00,7,57.14%,0.01,0.00,0.00,0.00%
Morgspenny Productions,http://youtube.com/channel/UCCeCfOdd8CUu68vPMVF1pMg,YouTube channel,AdGroup #1,2,USD,0.01,3,66.67%,0.01,0.00,0.00,0.00%
Hamylii,http://youtube.com/channel/UCnngGctu3rBnPhsMq4LDuaA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
RGB Plus,http://youtube.com/channel/UC3sSyfR2RBFld12RMGkr-FA,YouTube channel,AdGroup #1,1,USD,0.04,1,100.00%,0.04,0.00,0.00,0.00%
Sonic Paradox,http://youtube.com/channel/UCJEQJ5CQi5EqunGD89s1hrw,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Cosmic films,http://youtube.com/channel/UC6zn7QzZLL2tUwbW1cFg8FA,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.01,0.00,0.00,0.00%
Elite-AlexTracer,http://youtube.com/channel/UCwsYavVtI7MVx317akhh5EQ,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Casa Magica de Juguetes,http://youtube.com/channel/UCbA3EjrdDfInPURQJKZ-epA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Hitomi Flor,http://youtube.com/channel/UCLWqX5BVDidcfByzyyY_XGg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
AnimaKiDS,http://youtube.com/channel/UCDYpsdJg1L6SLaxwtQAmglg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
carmenlee,http://youtube.com/channel/UCfI7BuRNTxQLuIpuhMkMnJQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Kaaleid,http://youtube.com/channel/UCeGENVgiKLC6HGGJ9Lem3PQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Charlotte Lawrence - Topic,http://youtube.com/channel/UCCLJDE8f_Aak_NozhLEKwAw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Erdi Lesmana,http://youtube.com/channel/UCd4o_flZ9rFZlmXg89KaP6Q,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Hello Lyana Kitty YT,http://youtube.com/channel/UCug126CfoYkpP_vmHd7q0DA,YouTube channel,AdGroup #1,1,USD,0.04,1,100.00%,0.04,0.00,0.00,0.00%
Ran Koumoto,http://youtube.com/channel/UCFUwH0a6Q4QoMyNOe4cCuGw,YouTube channel,AdGroup #1,1,USD,0.04,1,100.00%,0.04,0.00,0.00,0.00%
Adult Swim,http://youtube.com/channel/UCgPClNr5VSYC3syrDUIlzLw,YouTube channel,AdGroup #1,3,USD,0.02,3,100.00%,0.06,0.00,0.00,0.00%
Tik Tok Pink,http://youtube.com/channel/UCkY_jDmKH4YP4-u5KSXEybA,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
iGS Creator,http://youtube.com/channel/UCcd7MskCbZCJ0jw2aQIX2Uw,YouTube channel,AdGroup #1,5,USD,0.00,8,62.50%,0.02,0.00,0.00,0.00%
Cartoon Compilation Parts,http://youtube.com/channel/UCyjgFWGirlbc6ue1_Xtw01g,YouTube channel,AdGroup #1,5,USD,0.01,9,55.56%,0.06,0.00,0.00,0.00%
5-Minute DECOR,http://youtube.com/channel/UCDTeCWl-l9_6HPwG5ryckkQ,YouTube channel,AdGroup #1,3,USD,0.01,7,42.86%,0.03,0.00,0.00,0.00%
Parody Animation,http://youtube.com/channel/UCwBcgRA5trw8d4m9hHqe_bA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Hilzu,http://youtube.com/channel/UCrrdQ0AN_NNS9h5KcTQoW0w,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Chim Xinh Channel,http://youtube.com/channel/UCfbLbMIfoy4Oq8Sj5HNzY7Q,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Maria Clara & JP,http://youtube.com/channel/UCKe6w0exI94U-RzqAyoY1VA,YouTube channel,AdGroup #1,3,USD,0.00,5,60.00%,0.01,0.00,0.00,0.00%
Jucyh Plays,http://youtube.com/channel/UCZTARNtkUcuEUnI8ediUK9w,YouTube channel,AdGroup #1,1,USD,0.04,1,100.00%,0.04,0.00,0.00,0.00%
KjraGaming,http://youtube.com/channel/UCP-CAwOG0AiieZNFdONsN5Q,YouTube channel,AdGroup #1,11,USD,0.00,20,55.00%,0.04,0.00,0.00,0.00%
DUNDERFRIENDS,http://youtube.com/channel/UC4gvzi3atxwDMzyeWtN3UUQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
NeiterAll,http://youtube.com/channel/UCF2SAuP6KkbtgYKOGWW_YMQ,YouTube channel,AdGroup #1,3,USD,0.02,3,100.00%,0.06,0.00,0.00,0.00%
VermillionAMV,http://youtube.com/channel/UC7BVKzEv38AovbmajsN55TA,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.00,0.00,0.00,0.00%
NTN24,http://youtube.com/channel/UCEJs1fTF3KszRJGxJY14VrA,YouTube channel,AdGroup #1,1,USD,0.02,1,100.00%,0.02,0.00,0.00,0.00%
JusCer,http://youtube.com/channel/UC3eHUlErK8UuaOGyyp88q2Q,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
PL MOVIE,http://youtube.com/channel/UCFWjpNF8Y349qmMoFRTZvrQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Haha Animations - Minecraft Monster School,http://youtube.com/channel/UCeBK_I4PIMjMxQe6zPSbibw,YouTube channel,AdGroup #1,16,USD,0.01,38,42.11%,0.23,0.00,0.00,0.00%
sebastian rodriguez,http://youtube.com/channel/UC_83HlkeFUpgsmx2-outynw,YouTube channel,AdGroup #1,13,USD,0.00,29,44.83%,0.06,0.00,0.00,0.00%
Sonia Alicia,http://youtube.com/channel/UCZ5sZLJ2Yj5AMCqXfkIUVfQ,YouTube channel,AdGroup #1,1,USD,0.02,1,100.00%,0.02,0.00,0.00,0.00%
EdMaverickVEVO,http://youtube.com/channel/UCtCxNeIN4n8fJQp7t4a3-GQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Bruna Barbie,http://youtube.com/channel/UCmrn1ElAUe77KQG0SYoSZHg,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
StatueLove,http://youtube.com/channel/UCc0Ms_x8JmUF2E2jUIHAszw,YouTube channel,AdGroup #1,1,USD,0.03,1,100.00%,0.03,0.00,0.00,0.00%
CraftSurfer,http://youtube.com/channel/UCo3pYMT1rzJXANEeBN9rKGw,YouTube channel,AdGroup #1,2,USD,0.01,2,100.00%,0.01,0.00,0.00,0.00%
Rafa & Luiz,http://youtube.com/channel/UC6paX0kLA8D81aYogceMufw,YouTube channel,AdGroup #1,2,USD,0.01,3,66.67%,0.02,0.00,0.00,0.00%
O (sur)real mundo de Any Malu,http://youtube.com/channel/UCJMROhV7kUAP_VhUwSi5SoQ,YouTube channel,AdGroup #1,6,USD,0.01,6,100.00%,0.03,0.00,0.00,0.00%
Clay Mixer - Heroes,http://youtube.com/channel/UCxVTYKNyj9IYSxSbtoLyKpg,YouTube channel,AdGroup #1,7,USD,0.01,19,36.84%,0.06,0.00,0.00,0.00%
Attractions Magazine,http://youtube.com/channel/UCFpI4b_m-449cePVasc2_8g,YouTube channel,AdGroup #1,5,USD,0.01,8,62.50%,0.07,0.00,0.00,0.00%
WOA Doll Crafts,http://youtube.com/channel/UCFLHD_brc3GX49iZ9UOzrxQ,YouTube channel,AdGroup #1,4,USD,0.00,6,66.67%,0.01,0.00,0.00,0.00%
JoBlo Animated Videos,http://youtube.com/channel/UC2sxxXRBL5SgY0fI58BrOCA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Turma da Bagunça,http://youtube.com/channel/UCTQPDOx6QCTQ9yJUiguOi7A,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
TheSaku,http://youtube.com/channel/UCL4c_5W6vOIywQcQOAiX7zA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Channel no longer available,http://youtube.com/channel/UCvg6dn3KFnVcdMj1mmcOSRg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
LOR Studio Portugal,http://youtube.com/channel/UCBm4cTjPc1rqn6gFpnmp_nQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Goddess AMV,http://youtube.com/channel/UCMdPshjYggEhtXUCGVX4odQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Meivix,http://youtube.com/channel/UCAqiY27QKCBYJjnBgXnKfGg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
